Gene	BaseGeneMean	OutlierFactor	GeneMean
Gene75	2.32591899933958	1	2.32591899933958
Gene76	1.16853493653384	1	1.16853493653384
Gene77	3.62791780091404	1	3.62791780091404
Gene78	7.29571541800393	1	7.29571541800393
Gene79	2.86947711660553	1	2.86947711660553
Gene80	2.58879265825141	1	2.58879265825141
Gene81	0.0606679738710317	1	0.0606679738710317
Gene82	9.63256517197489	1	9.63256517197489
Gene83	0.146381321167935	1	0.146381321167935
Gene84	5.48571801419795	1	5.48571801419795
Gene85	1.95462658837683	1	1.95462658837683
Gene86	14.2303713014848	1	14.2303713014848
Gene87	0.914876862969597	1	0.914876862969597
Gene88	0.0743891173080073	1	0.0743891173080073
Gene89	0.0238299812598648	1	0.0238299812598648
Gene90	0.199116266050222	1	0.199116266050222
Gene91	2.6859936944943	1	2.6859936944943
Gene92	1.63100269537742	1	1.63100269537742
Gene93	1.02640874916996	1	1.02640874916996
Gene94	1.76134263104368	1	1.76134263104368
Gene95	0.108675021709167	1	0.108675021709167
Gene96	7.71357882836756	1	7.71357882836756
Gene97	2.08595218231811	1	2.08595218231811
Gene98	0.887463498922319	1	0.887463498922319
Gene99	0.489131347465341	1	0.489131347465341
Gene100	4.50623498981755	55.8543022330382	56.9106387531743
Gene101	0.142224614892965	1	0.142224614892965
Gene102	1.12905418338184	1	1.12905418338184
Gene103	0.423734580988335	1	0.423734580988335
Gene104	1.63488615151655	1	1.63488615151655
Gene105	0.24434400064448	1	0.24434400064448
Gene106	1.32708949478086	1	1.32708949478086
Gene107	1.45840425281965	1	1.45840425281965
Gene108	0.16285053290697	1	0.16285053290697
Gene109	0.0535087521830856	1	0.0535087521830856
Gene110	2.97393144528723	1	2.97393144528723
Gene111	2.15572463425944	37.0424613461071	37.7430216100661
Gene112	0.197895695081872	1	0.197895695081872
Gene113	0.0787373067900952	1	0.0787373067900952
Gene114	0.062732556066755	1	0.062732556066755
Gene115	1.31448685910201	38.7577581808715	39.4907587514316
Gene116	4.4670863006955	1	4.4670863006955
Gene117	1.28688950582604	1	1.28688950582604
Gene118	9.42200203846569	1	9.42200203846569
Gene119	1.51255353832612	1	1.51255353832612
Gene120	0.258401523836724	1	0.258401523836724
Gene121	0.00847524710926671	1	0.00847524710926671
Gene122	0.514385567114418	1	0.514385567114418
Gene123	0.165509533038931	1	0.165509533038931
Gene124	0.141646406594405	1	0.141646406594405
Gene125	0.733781354781432	53.5431345766428	54.5557614682991
Gene126	1.78527376483726	1	1.78527376483726
Gene127	0.661518302581266	1	0.661518302581266
Gene128	0.165317690556089	1	0.165317690556089
Gene129	0.253816141854154	1	0.253816141854154
Gene130	0.885528916189985	1	0.885528916189985
Gene131	4.32399493051258	1	4.32399493051258
Gene132	0.0327705406884732	1	0.0327705406884732
Gene133	2.15902352983031	1	2.15902352983031
Gene134	0.624544327888519	1	0.624544327888519
Gene135	6.41743269748708	1	6.41743269748708
Gene136	2.35697177212381	1	2.35697177212381
Gene137	0.20264817256058	1	0.20264817256058
Gene138	0.0926176380176886	1	0.0926176380176886
Gene139	3.12905814219941	1	3.12905814219941
Gene140	0.234578045271264	1	0.234578045271264
Gene141	3.29619263646927	1	3.29619263646927
Gene142	1.19401186809513	1	1.19401186809513
Gene143	2.60249763469539	1	2.60249763469539
Gene144	2.79493895544358	1	2.79493895544358
Gene145	0.0199282708171697	1	0.0199282708171697
Gene146	4.47746456185899	1	4.47746456185899
Gene147	0.0129927044490711	1	0.0129927044490711
Gene148	0.578917966658824	1	0.578917966658824
Gene149	0.573928107741829	1	0.573928107741829
Gene150	1.59423988755921	1	1.59423988755921
Gene151	2.10224930479567	1	2.10224930479567
Gene152	2.40424439901585	1	2.40424439901585
Gene153	0.225664397652789	1	0.225664397652789
Gene154	0.173404746288372	1	0.173404746288372
Gene155	0.216505623123487	1	0.216505623123487
Gene156	6.04450733300287	1	6.04450733300287
Gene157	0.62785007425567	1	0.62785007425567
Gene158	0.699580860283195	1	0.699580860283195
Gene159	6.52109017661893	1	6.52109017661893
Gene160	0.172574104367255	1	0.172574104367255
Gene161	1.63541281703178	1	1.63541281703178
Gene162	0.314518134403413	1	0.314518134403413
Gene163	1.39143604924027	1	1.39143604924027
Gene164	6.30488961001081	1	6.30488961001081
Gene165	0.781579453250976	1	0.781579453250976
Gene166	0.0225736856484061	1	0.0225736856484061
Gene167	0.715269394106265	1	0.715269394106265
Gene168	0.553366163472072	1	0.553366163472072
Gene169	4.5505628721245	1	4.5505628721245
Gene170	0.551458761983398	1	0.551458761983398
Gene171	1.92977417289227	1	1.92977417289227
Gene172	4.75567953929758	1	4.75567953929758
Gene173	5.47249712344645	1	5.47249712344645
Gene174	3.74945226071555	1	3.74945226071555
Gene175	3.77396940952514	1	3.77396940952514
Gene176	0.00131986730232064	1	0.00131986730232064
Gene177	0.330194466357313	1	0.330194466357313
Gene178	2.30451279476235	1	2.30451279476235
Gene179	5.47165733184426	1	5.47165733184426
Gene180	0.52375136769062	1	0.52375136769062
Gene181	0.812486920412138	1	0.812486920412138
Gene182	0.00143617868562543	1	0.00143617868562543
Gene183	0.76192757070215	1	0.76192757070215
Gene184	0.0384053459818003	1	0.0384053459818003
Gene185	1.90566727257787	1	1.90566727257787
Gene186	1.50375639269529	1	1.50375639269529
Gene187	6.32055897498886	1	6.32055897498886
Gene188	1.01141596541438	1	1.01141596541438
Gene189	1.24095490997468	1	1.24095490997468
Gene190	0.762738581850558	83.0856027853626	84.6569473910748
Gene191	5.73851433738881	1	5.73851433738881
Gene192	0.263296382012446	1	0.263296382012446
Gene193	2.02413664786198	35.8482944564763	36.5262702095521
Gene194	1.55848080075862	1	1.55848080075862
Gene195	0.666808443906533	1	0.666808443906533
Gene196	1.41555028244918	1	1.41555028244918
Gene197	1.45646072783694	1	1.45646072783694
Gene198	1.23143878229323	1	1.23143878229323
Gene199	1.68801807567308	1	1.68801807567308
Gene200	0.39314042196499	1	0.39314042196499
Gene201	0.285542419350602	1	0.285542419350602
Gene202	0.0179949902373281	1	0.0179949902373281
Gene203	13.2139195544834	1	13.2139195544834
Gene204	0.137095546419236	1	0.137095546419236
Gene205	4.16431579998728	1	4.16431579998728
Gene206	1.074554918295	1	1.074554918295
Gene207	11.4015112157014	1	11.4015112157014
Gene208	0.193263198879973	1	0.193263198879973
Gene209	0.362913948368622	1	0.362913948368622
Gene210	1.32607893145872	1	1.32607893145872
Gene211	0.205619196433058	1	0.205619196433058
Gene212	2.60130190289017	1	2.60130190289017
Gene213	1.40236720883441	1	1.40236720883441
Gene214	2.67948279595312	1	2.67948279595312
Gene215	0.178989694860909	78.1096913457035	79.5869297364146
Gene216	0.382134496640853	1	0.382134496640853
Gene217	9.65543716215158	1	9.65543716215158
Gene218	4.66002491090613	1	4.66002491090613
Gene219	0.718158991023874	1	0.718158991023874
Gene220	0.0376434681216079	1	0.0376434681216079
Gene221	0.585661466676756	1	0.585661466676756
Gene222	0.912763296216125	1	0.912763296216125
Gene223	1.93206609164434	1	1.93206609164434
Gene224	2.45046843869983	1	2.45046843869983
Gene225	1.09260344626958	1	1.09260344626958
Gene226	1.00092931605201	1	1.00092931605201
Gene227	4.82865452175912	1	4.82865452175912
Gene228	2.24532493261108	1	2.24532493261108
Gene229	0.512477667481231	1	0.512477667481231
Gene230	2.63647978944999	1	2.63647978944999
Gene231	2.91796430483308	1	2.91796430483308
Gene232	0.988360672450409	1	0.988360672450409
Gene233	0.186894722748503	1	0.186894722748503
Gene234	1.31145489939613	1	1.31145489939613
Gene235	0.295382747424745	1	0.295382747424745
Gene236	0.226692320982318	1	0.226692320982318
Gene237	1.87668086867163	21.4616403860887	21.8675305971465
Gene238	4.55130913950147	1	4.55130913950147
Gene239	0.801417270446465	1	0.801417270446465
Gene240	1.40992095569651	1	1.40992095569651
Gene241	1.35475554884941	1	1.35475554884941
Gene242	3.31482469277217	1	3.31482469277217
Gene243	2.59083904078625	1	2.59083904078625
Gene244	0.0560781351575731	1	0.0560781351575731
Gene245	0.0014842707472106	1	0.0014842707472106
Gene246	1.1300967473594	1	1.1300967473594
Gene247	0.587933232093153	1	0.587933232093153
Gene248	0.0129939604698942	1	0.0129939604698942
Gene249	0.98757844183205	1	0.98757844183205
Gene250	2.4147765660447	1	2.4147765660447
Gene251	0.0174599348879678	147.73621609513	150.530256198914
Gene252	7.98804819147894	1	7.98804819147894
Gene253	6.799613796382e-05	1	6.799613796382e-05
Gene254	0.326078156736376	1	0.326078156736376
Gene255	0.067657065168152	1	0.067657065168152
Gene256	1.7936654559246	1	1.7936654559246
Gene257	0.316360922710962	1	0.316360922710962
Gene258	11.314971585974	1	11.314971585974
Gene259	4.29353209034331	1	4.29353209034331
Gene260	3.17425997613577	1	3.17425997613577
Gene261	0.75505946060148	1	0.75505946060148
Gene262	0.818719479569152	1	0.818719479569152
Gene263	1.1740624695302	1	1.1740624695302
Gene264	0.247118425131407	1	0.247118425131407
Gene265	1.41153159821381	1	1.41153159821381
Gene266	0.0356364567535456	1	0.0356364567535456
Gene267	1.77332006295749	80.2818243035976	81.8001428488945
Gene268	0.00962690912217314	1	0.00962690912217314
Gene269	3.12689639662566	1	3.12689639662566
Gene270	2.88844686187821	1	2.88844686187821
Gene271	0.0129410625901827	1	0.0129410625901827
Gene272	6.02109377097169	39.992860312459	40.749219575824
Gene273	0.812618880527764	1	0.812618880527764
Gene274	0.54257033977151	1	0.54257033977151
Gene275	0.718741024952686	1	0.718741024952686
Gene276	1.98533378122904	51.8421085196096	52.822564998712
Gene277	0.209095815810221	1	0.209095815810221
Gene278	1.85478440902651	1	1.85478440902651
Gene279	0.00202985522348721	1	0.00202985522348721
Gene280	2.18353601430366	1	2.18353601430366
Gene281	0.000191025116193307	1	0.000191025116193307
Gene282	2.2293361305893	1	2.2293361305893
Gene283	0.95782195525521	1	0.95782195525521
Gene284	2.39039614531625	1	2.39039614531625
Gene285	6.16861819844326	1	6.16861819844326
Gene286	1.54606340772173	1	1.54606340772173
Gene287	0.502993355056502	1	0.502993355056502
Gene288	0.957770048692392	1	0.957770048692392
Gene289	2.03001596198296	1	2.03001596198296
Gene290	0.162568790860871	1	0.162568790860871
Gene291	0.0204810021480514	1	0.0204810021480514
Gene292	0.284495921562459	1	0.284495921562459
Gene293	0.119894404622815	1	0.119894404622815
Gene294	1.56309906943133	1	1.56309906943133
Gene295	0.666278347559253	1	0.666278347559253
Gene296	13.5097879060542	1	13.5097879060542
Gene297	1.45541893167686	1	1.45541893167686
Gene298	2.02741033952737	1	2.02741033952737
Gene299	0.424281584015959	1	0.424281584015959
Gene300	0.869524543039841	1	0.869524543039841
Gene301	0.00109196727794806	1	0.00109196727794806
Gene302	0.0148090926766601	1	0.0148090926766601
Gene303	0.758722180540109	1	0.758722180540109
Gene304	0.0142320526297345	1	0.0142320526297345
Gene305	2.44891461004467	1	2.44891461004467
Gene306	4.36405426362146	1	4.36405426362146
Gene307	2.61072883548246	1	2.61072883548246
Gene308	1.95507392011002	1	1.95507392011002
Gene309	1.5309938037095	1	1.5309938037095
Gene310	0.34351775562222	1	0.34351775562222
Gene311	0.759627550585341	1	0.759627550585341
Gene312	0.0790999304561123	1	0.0790999304561123
Gene313	3.96279647892817	1	3.96279647892817
Gene314	1.35327774001943	1	1.35327774001943
Gene315	0.754748008154793	1	0.754748008154793
Gene316	3.08058872639227	1	3.08058872639227
Gene317	5.48063137597843	1	5.48063137597843
Gene318	1.57913582272921	1	1.57913582272921
Gene319	1.93912059246379	1	1.93912059246379
Gene320	2.66576002699791	1	2.66576002699791
Gene321	1.88114057463137	1	1.88114057463137
Gene322	2.62357325208309	1	2.62357325208309
Gene323	0.572722750503413	1	0.572722750503413
Gene324	1.85550681506523	1	1.85550681506523
Gene325	1.26161329198668	1	1.26161329198668
Gene326	1.2310424122342	1	1.2310424122342
Gene327	0.479816380638203	1	0.479816380638203
Gene328	0.10950540578753	1	0.10950540578753
Gene329	0.0095130174267867	1	0.0095130174267867
Gene330	1.55595946086124	1	1.55595946086124
Gene331	1.12816763324723	1	1.12816763324723
Gene332	0.0161242368985469	1	0.0161242368985469
Gene333	7.33928876032533	1	7.33928876032533
Gene334	0.226758402152985	1	0.226758402152985
Gene335	0.988744258399383	1	0.988744258399383
Gene336	0.0465686911899578	1	0.0465686911899578
Gene337	0.351184828262905	1	0.351184828262905
Gene338	1.55807774128079	1	1.55807774128079
Gene339	6.93115624425245	1	6.93115624425245
Gene340	0.0671401366819334	1	0.0671401366819334
Gene341	0.0941279020753784	1	0.0941279020753784
Gene342	3.34534099229733	29.4805534152211	30.0381001745807
Gene343	0.33213669152013	1	0.33213669152013
Gene344	1.42335774921672	1	1.42335774921672
Gene345	1.94616779313658	1	1.94616779313658
Gene346	0.543147226498799	1	0.543147226498799
Gene347	2.49318773884235e-05	1	2.49318773884235e-05
Gene348	9.04453266342812	1	9.04453266342812
Gene349	6.74889124527982	1	6.74889124527982
Gene350	2.65221378073477	1	2.65221378073477
Gene351	0.241514588022612	1	0.241514588022612
Gene352	3.09640123302316	1	3.09640123302316
Gene353	0.0956693974458349	1	0.0956693974458349
Gene354	4.07361208376972	1	4.07361208376972
Gene355	0.731328887369371	1	0.731328887369371
Gene356	0.13781368014687	1	0.13781368014687
Gene357	0.00215011409283462	1	0.00215011409283462
Gene358	3.46481756461093	1	3.46481756461093
Gene359	2.08167362160782	1	2.08167362160782
Gene360	0.0088339417894684	1	0.0088339417894684
Gene361	0.125061156997924	1	0.125061156997924
Gene362	1.55208595048735	1	1.55208595048735
Gene363	0.01422546093981	1	0.01422546093981
Gene364	5.09096194848946	1	5.09096194848946
Gene365	4.74351011909039	1	4.74351011909039
Gene366	0.00978015271019463	1	0.00978015271019463
Gene367	2.56443068613946	1	2.56443068613946
Gene368	0.159652894659845	1	0.159652894659845
Gene369	0.569476604716365	1	0.569476604716365
Gene370	0.393094993190147	1	0.393094993190147
Gene371	11.5798314535168	1	11.5798314535168
Gene372	0.76235004259442	1	0.76235004259442
Gene373	2.68880843424961	1	2.68880843424961
Gene374	2.06604124798483	1	2.06604124798483
Gene375	9.64321974752755	1	9.64321974752755
Gene376	2.30157393259646	1	2.30157393259646
Gene377	0.115425971985778	1	0.115425971985778
Gene378	0.600687918796634	1	0.600687918796634
Gene379	0.739661106272907	1	0.739661106272907
Gene380	8.415628187946	34.2451883467684	34.8928455843202
Gene381	0.326503381408423	1	0.326503381408423
Gene382	2.64005171909825	1	2.64005171909825
Gene383	0.70794310833561	1	0.70794310833561
Gene384	0.455284645252039	1	0.455284645252039
Gene385	0.00385829979237115	1	0.00385829979237115
Gene386	0.765655786653336	1	0.765655786653336
Gene387	1.13868600549759	1	1.13868600549759
Gene388	2.85868892351709	1	2.85868892351709
Gene389	1.25390128500381	1	1.25390128500381
Gene390	3.45751893467269	1	3.45751893467269
Gene391	3.69193816637327	1	3.69193816637327
Gene392	0.669208395144222	1	0.669208395144222
Gene393	4.63531056391536	1	4.63531056391536
Gene394	1.45576442305355	1	1.45576442305355
Gene395	0.334771137381713	1	0.334771137381713
Gene396	9.66579630123925	63.3553438293013	64.5535427281693
Gene397	1.08426069672842	1	1.08426069672842
Gene398	0.795419029338402	1	0.795419029338402
Gene399	0.00679524983966307	1	0.00679524983966307
Gene400	0.0275993063947672	1	0.0275993063947672
Gene401	1.22800746792224	1	1.22800746792224
Gene402	1.64396196794561	1	1.64396196794561
Gene403	3.86467739313687	1	3.86467739313687
Gene404	6.06889922732257	1	6.06889922732257
Gene405	3.83561560346088	1	3.83561560346088
Gene406	0.185165703875473	1	0.185165703875473
Gene407	5.16523906642099	1	5.16523906642099
Gene408	0.0691575717328579	1	0.0691575717328579
Gene409	3.02435786604854	1	3.02435786604854
Gene410	0.332514428209345	1	0.332514428209345
Gene411	0.810801744203407	1	0.810801744203407
Gene412	0.684962199995499	1	0.684962199995499
Gene413	0.483641452219209	1	0.483641452219209
Gene414	10.1887817122292	1	10.1887817122292
Gene415	0.110775385836936	1	0.110775385836936
Gene416	0.00288194634742639	1	0.00288194634742639
Gene417	0.463322515605542	1	0.463322515605542
Gene418	0.455587088641923	1	0.455587088641923
Gene419	0.803475388797661	1	0.803475388797661
Gene420	6.13145109554179	1	6.13145109554179
Gene421	0.887984541161248	1	0.887984541161248
Gene422	0.210937980570764	1	0.210937980570764
Gene423	0.612414783123995	1	0.612414783123995
Gene424	2.50244929111043	1	2.50244929111043
Gene425	2.61595112348401	1	2.61595112348401
Gene426	0.116966466215289	1	0.116966466215289
Gene427	1.88592070920028	1	1.88592070920028
Gene428	6.12810808259165	1	6.12810808259165
Gene429	0.0479987038745474	1	0.0479987038745474
Gene430	5.13116518771783	1	5.13116518771783
Gene431	1.14785133940548	1	1.14785133940548
Gene432	1.21491551302942	1	1.21491551302942
Gene433	0.312076685693108	1	0.312076685693108
Gene434	0.0864146543394301	1	0.0864146543394301
Gene435	13.4138951404656	1	13.4138951404656
Gene436	0.000994316820529309	1	0.000994316820529309
Gene437	0.555972687127628	1	0.555972687127628
Gene438	2.02967152371422	1	2.02967152371422
Gene439	12.3348505865053	1	12.3348505865053
Gene440	0.959861581709314	1	0.959861581709314
Gene441	1.76970687089379	1	1.76970687089379
Gene442	0.36523824215042	1	0.36523824215042
Gene443	0.240531372674015	19.4478596396569	19.8156645097301
Gene444	6.85313746269146	1	6.85313746269146
Gene445	0.241679691525352	1	0.241679691525352
Gene446	1.91705676428708	1	1.91705676428708
Gene447	1.31974935427668	1	1.31974935427668
Gene448	1.350155733652	1	1.350155733652
Gene449	4.44337264697801	1	4.44337264697801
Gene450	0.0197810603913776	76.6021091716592	78.0508356296474
Gene451	2.21134251064431	1	2.21134251064431
Gene452	0.200462446579075	1	0.200462446579075
Gene453	0.14986771736835	1	0.14986771736835
Gene454	1.32665147753249	1	1.32665147753249
Gene455	1.75935577033567	1	1.75935577033567
Gene456	0.33088705126851	1	0.33088705126851
Gene457	1.67458353887316	1	1.67458353887316
Gene458	1.41232870136649	1	1.41232870136649
Gene459	5.40793679418316	1	5.40793679418316
Gene460	0.656540670814143	1	0.656540670814143
Gene461	3.43357806635697	1	3.43357806635697
Gene462	3.49432029390628	1	3.49432029390628
Gene463	0.592816369174612	1	0.592816369174612
Gene464	5.5171049377661	82.9461439366351	84.5148510467725
Gene465	0.0175509548084082	1	0.0175509548084082
Gene466	2.07181604738566	1	2.07181604738566
Gene467	0.0597181193488029	1	0.0597181193488029
Gene468	0.1630158839657	1	0.1630158839657
Gene469	0.00852678220157086	1	0.00852678220157086
Gene470	0.414425068351465	1	0.414425068351465
Gene471	0.581356040905782	1	0.581356040905782
Gene472	1.21615467908808	1	1.21615467908808
Gene473	2.00761103862609	1	2.00761103862609
Gene474	0.8265533452745	1	0.8265533452745
Gene475	0.288619040413555	1	0.288619040413555
Gene476	3.03904897288015	58.0393911768973	59.1370528798549
Gene477	0.169125268989092	1	0.169125268989092
Gene478	2.363425127578	1	2.363425127578
Gene479	3.57067974085673	1	3.57067974085673
Gene480	0.54193013113727	36.8138885934458	37.5101260078392
Gene481	0.558458415214705	1	0.558458415214705
Gene482	2.39067528459862	1	2.39067528459862
Gene483	1.05953110305102	1	1.05953110305102
Gene484	0.503364500373983	1	0.503364500373983
Gene485	4.11678922009043	1	4.11678922009043
Gene486	2.16376024785526	1	2.16376024785526
Gene487	1.67002216504315	1	1.67002216504315
Gene488	9.20955233658264	1	9.20955233658264
Gene489	0.194502476573531	1	0.194502476573531
Gene490	0.0651280859751015	1	0.0651280859751015
Gene491	0.061598288673336	1	0.061598288673336
Gene492	0.025874822145212	1	0.025874822145212
Gene493	2.63435275991952	1	2.63435275991952
Gene494	0.722021966450353	1	0.722021966450353
Gene495	2.39223754202757	1	2.39223754202757
Gene496	0.0482687554318902	1	0.0482687554318902
Gene497	0.0994881657848804	1	0.0994881657848804
Gene498	3.05533315520037	1	3.05533315520037
Gene499	0.23133485141476	1	0.23133485141476
Gene500	0.597811900966919	1	0.597811900966919
