Gene	BaseGeneMean	OutlierFactor	GeneMean
Gene164	21.8965930963969	1	21.8965930963969
Gene165	21.6270297508489	1	21.6270297508489
Gene166	93.3039191858004	1	93.3039191858004
Gene167	138.6116073842	1	138.6116073842
Gene168	167.963700724137	1	167.963700724137
Gene169	5.68723769523001	1	5.68723769523001
Gene170	3.90120509369482	1	3.90120509369482
Gene171	5.35985720602364	1	5.35985720602364
Gene172	462.94506646973	1	462.94506646973
Gene173	24.5924254086217	1	24.5924254086217
Gene174	28.7097747035072	1	28.7097747035072
Gene175	506.749778896201	1	506.749778896201
Gene176	18.6261629127597	1	18.6261629127597
Gene177	3.87449198372852	1	3.87449198372852
Gene178	96.7711125957766	1	96.7711125957766
Gene179	9.14572677016785	1	9.14572677016785
Gene180	76.7971294688594	1	76.7971294688594
Gene181	486.877885114102	1	486.877885114102
Gene182	140.329073069382	1	140.329073069382
Gene183	33.6440625771885	1	33.6440625771885
Gene184	0.210940505881964	1	0.210940505881964
Gene185	29.6354967320993	1	29.6354967320993
Gene186	20.5269190583086	1	20.5269190583086
Gene187	325.630414113891	1	325.630414113891
Gene188	20.425748976379	1	20.425748976379
Gene189	122.631056048896	1	122.631056048896
Gene190	344.48354057396	1	344.48354057396
Gene191	410.36922772466	1	410.36922772466
Gene192	284.940875520442	1	284.940875520442
Gene193	121.468536623248	1	121.468536623248
Gene194	81.2670395011021	1	81.2670395011021
Gene195	0.00362832789214785	1	0.00362832789214785
Gene196	9.80495401500057	1	9.80495401500057
Gene197	35.3531620619378	1	35.3531620619378
Gene198	158.083612925976	1	158.083612925976
Gene199	410.292038983763	1	410.292038983763
Gene200	18.9732735934705	1	18.9732735934705
