Gene	BaseGeneMean	OutlierFactor	GeneMean	DEFacGroup1	GeneMeanGroup1	DEFacGroup2	GeneMeanGroup2	DEFacGroup3	GeneMeanGroup3	DEFacGroup4	GeneMeanGroup4	DEFacGroup5	GeneMeanGroup5	DEFacGroup6	GeneMeanGroup6
Gene30	2.33220611047227	1	2.33220611047227	1	2.33220611047227	1	2.33220611047227	1	2.33220611047227	1	2.33220611047227	1	2.33220611047227	1	2.33220611047227
Gene31	5.51695164862001	1	5.51695164862001	1	5.51695164862001	1	5.51695164862001	0.368145536595221	2.0310411250511	1	5.51695164862001	1	5.51695164862001	1	5.51695164862001
Gene32	3.00962738691745	1	3.00962738691745	1	3.00962738691745	0.878764226807839	2.64475288364421	1	3.00962738691745	1	3.00962738691745	1	3.00962738691745	0.847046045088502	2.54929297527847
Gene33	4.10720627099978	1	4.10720627099978	1	4.10720627099978	0.85852351895812	3.52613318086559	1	4.10720627099978	1	4.10720627099978	1	4.10720627099978	1	4.10720627099978
Gene34	0.264866742306237	1	0.264866742306237	0.956687971657877	0.253394826456583	1	0.264866742306237	1	0.264866742306237	1	0.264866742306237	1	0.264866742306237	1	0.264866742306237
Gene35	3.89807847503384	1	3.89807847503384	1	3.89807847503384	1.89317357207232	7.37973915079802	0.619485974550212	2.41480494297954	1	3.89807847503384	1	3.89807847503384	1	3.89807847503384
Gene36	4.4296202437285	1	4.4296202437285	1	4.4296202437285	1	4.4296202437285	1	4.4296202437285	1	4.4296202437285	1	4.4296202437285	1	4.4296202437285
Gene37	1.75349396162279	1	1.75349396162279	1	1.75349396162279	1	1.75349396162279	1	1.75349396162279	1	1.75349396162279	1	1.75349396162279	1	1.75349396162279
Gene38	1.14734904301929	1	1.14734904301929	1	1.14734904301929	1	1.14734904301929	1	1.14734904301929	1.97043776337921	2.2607798821422	1	1.14734904301929	1	1.14734904301929
Gene39	0.477281870576468	1	0.477281870576468	0.921430961257269	0.439782292795942	1	0.477281870576468	1	0.477281870576468	1	0.477281870576468	1	0.477281870576468	1	0.477281870576468
Gene40	1.17716547716656	1	1.17716547716656	1	1.17716547716656	1	1.17716547716656	1.2088358666089	1.42299984973273	1	1.17716547716656	1.46129072786963	1.72018099695173	1	1.17716547716656
Gene41	0.00167298663187647	1	0.00167298663187647	1	0.00167298663187647	1.07180547771619	0.00179311623619117	1	0.00167298663187647	1	0.00167298663187647	1	0.00167298663187647	1.05555778746085	0.00176593406759511
Gene42	0.150112519401907	1	0.150112519401907	1	0.150112519401907	1	0.150112519401907	1	0.150112519401907	1	0.150112519401907	1	0.150112519401907	1	0.150112519401907
Gene43	0.199035760113441	1	0.199035760113441	1.10113088211842	0.219164422106823	1	0.199035760113441	1	0.199035760113441	1	0.199035760113441	1	0.199035760113441	1	0.199035760113441
Gene44	6.56057215072964	1	6.56057215072964	1	6.56057215072964	1	6.56057215072964	1.13261442891467	7.43059867985212	1	6.56057215072964	1	6.56057215072964	1.6631585472369	10.9112716472504
Gene45	4.78636729557213	1	4.78636729557213	1	4.78636729557213	1	4.78636729557213	1	4.78636729557213	1	4.78636729557213	1	4.78636729557213	1	4.78636729557213
Gene46	1.14452769801685	1	1.14452769801685	1	1.14452769801685	1	1.14452769801685	1	1.14452769801685	1	1.14452769801685	1	1.14452769801685	1	1.14452769801685
Gene47	0.291634291816424	1	0.291634291816424	1	0.291634291816424	1	0.291634291816424	1	0.291634291816424	1.00745045444335	0.293807099821719	1	0.291634291816424	1	0.291634291816424
Gene48	0.00330652359529668	1	0.00330652359529668	1	0.00330652359529668	1	0.00330652359529668	1	0.00330652359529668	1	0.00330652359529668	1	0.00330652359529668	0.773572245876336	0.00255783488365675
Gene49	1.85665290970879	1	1.85665290970879	1	1.85665290970879	1	1.85665290970879	1	1.85665290970879	1	1.85665290970879	1	1.85665290970879	1	1.85665290970879
Gene50	0.00229224386023163	1	0.00229224386023163	1	0.00229224386023163	1	0.00229224386023163	1	0.00229224386023163	1	0.00229224386023163	1	0.00229224386023163	1	0.00229224386023163
Gene51	2.38740521344926	1	2.38740521344926	1.19282434019353	2.8477550485072	1	2.38740521344926	1	2.38740521344926	1	2.38740521344926	1	2.38740521344926	1	2.38740521344926
Gene52	3.88072539075553	1	3.88072539075553	1	3.88072539075553	1	3.88072539075553	1	3.88072539075553	1	3.88072539075553	1	3.88072539075553	1	3.88072539075553
Gene53	1.25083603501934	1	1.25083603501934	1	1.25083603501934	1	1.25083603501934	1	1.25083603501934	1	1.25083603501934	1	1.25083603501934	1	1.25083603501934
Gene54	0.0193203394297264	1	0.0193203394297264	1	0.0193203394297264	0.612150621305021	0.0118269577857309	1	0.0193203394297264	1	0.0193203394297264	1	0.0193203394297264	1	0.0193203394297264
Gene55	0.188272248939634	1	0.188272248939634	1	0.188272248939634	1	0.188272248939634	1	0.188272248939634	0.623173453700502	0.117326267607672	1	0.188272248939634	1	0.188272248939634
Gene56	0.446997775105132	1	0.446997775105132	0.53788576511693	0.24043374026799	1	0.446997775105132	1	0.446997775105132	1	0.446997775105132	1	0.446997775105132	1	0.446997775105132
Gene57	5.88176303127247	1	5.88176303127247	1	5.88176303127247	1	5.88176303127247	1	5.88176303127247	1	5.88176303127247	1	5.88176303127247	1	5.88176303127247
Gene58	4.81099771650078	1	4.81099771650078	1	4.81099771650078	1	4.81099771650078	1	4.81099771650078	1	4.81099771650078	1	4.81099771650078	1	4.81099771650078
Gene59	0.504519593064801	1	0.504519593064801	1	0.504519593064801	1	0.504519593064801	1	0.504519593064801	1	0.504519593064801	1	0.504519593064801	1	0.504519593064801
Gene60	0.848756303064251	1	0.848756303064251	1.17615119422403	0.998265739454192	1	0.848756303064251	1	0.848756303064251	1	0.848756303064251	1	0.848756303064251	1	0.848756303064251
Gene61	0.783696315639925	1	0.783696315639925	1	0.783696315639925	1	0.783696315639925	1.12503443547336	0.881685342048516	1	0.783696315639925	1	0.783696315639925	1	0.783696315639925
Gene62	0.120123222442225	1	0.120123222442225	1	0.120123222442225	1.16461686539031	0.139897530781246	1	0.120123222442225	1	0.120123222442225	1.25822481100326	0.151142018854471	1	0.120123222442225
Gene63	0.071068705614199	1	0.071068705614199	1	0.071068705614199	0.828697181369641	0.0588944360260755	1	0.071068705614199	1	0.071068705614199	1	0.071068705614199	1	0.071068705614199
Gene64	0.524782814129122	1	0.524782814129122	1	0.524782814129122	1	0.524782814129122	1	0.524782814129122	1	0.524782814129122	1	0.524782814129122	1	0.524782814129122
Gene65	0.0404602253289015	1	0.0404602253289015	1	0.0404602253289015	1	0.0404602253289015	1	0.0404602253289015	1	0.0404602253289015	1	0.0404602253289015	1	0.0404602253289015
Gene66	5.53280506079062	1	5.53280506079062	1	5.53280506079062	1	5.53280506079062	1	5.53280506079062	1	5.53280506079062	1	5.53280506079062	1	5.53280506079062
Gene67	0.814886173871792	1	0.814886173871792	1	0.814886173871792	1.03901068296918	0.846675440056669	1	0.814886173871792	1.29710033349432	1.05698912788901	1	0.814886173871792	1	0.814886173871792
Gene68	0.0180361183735553	1	0.0180361183735553	1.49226439503177	0.0269146572734349	1	0.0180361183735553	0.724998174788143	0.0130761529010905	1	0.0180361183735553	1	0.0180361183735553	1	0.0180361183735553
Gene69	0.0492182243523307	1	0.0492182243523307	1	0.0492182243523307	1	0.0492182243523307	1	0.0492182243523307	1	0.0492182243523307	1.30710277845374	0.064333277801491	1.00601445188429	0.0495142449945278
Gene70	0.499114183413683	1	0.499114183413683	1	0.499114183413683	1	0.499114183413683	1	0.499114183413683	1	0.499114183413683	1	0.499114183413683	1	0.499114183413683
Gene71	0.173234812709411	26.9563160113994	28.8672194149879	1	28.8672194149879	1	28.8672194149879	1	28.8672194149879	1	28.8672194149879	1	28.8672194149879	1	28.8672194149879
Gene72	5.57037079409602	1	5.57037079409602	1	5.57037079409602	1	5.57037079409602	1	5.57037079409602	1	5.57037079409602	1	5.57037079409602	1.78779691101006	9.95869169886552
Gene73	2.71010271777045	1	2.71010271777045	1	2.71010271777045	1	2.71010271777045	1	2.71010271777045	1	2.71010271777045	1	2.71010271777045	1	2.71010271777045
Gene74	1.15013219651198	1	1.15013219651198	1	1.15013219651198	1	1.15013219651198	1	1.15013219651198	1	1.15013219651198	1.81765523396635	2.09054380674322	1	1.15013219651198
Gene75	0.501125459859855	1	0.501125459859855	1	0.501125459859855	1	0.501125459859855	1	0.501125459859855	1	0.501125459859855	1	0.501125459859855	1	0.501125459859855
Gene76	2.32591899933958	1	2.32591899933958	1	2.32591899933958	1	2.32591899933958	1	2.32591899933958	1	2.32591899933958	1.2881601624823	2.99615619610993	1	2.32591899933958
Gene77	1.16853493653384	1	1.16853493653384	1	1.16853493653384	1	1.16853493653384	1	1.16853493653384	1	1.16853493653384	1	1.16853493653384	1	1.16853493653384
Gene78	3.62791780091404	1	3.62791780091404	1	3.62791780091404	1	3.62791780091404	1	3.62791780091404	1	3.62791780091404	1	3.62791780091404	1	3.62791780091404
Gene79	7.29571541800393	1	7.29571541800393	1	7.29571541800393	1	7.29571541800393	1	7.29571541800393	1	7.29571541800393	1	7.29571541800393	1	7.29571541800393
Gene80	2.86947711660553	1	2.86947711660553	1	2.86947711660553	1	2.86947711660553	1	2.86947711660553	1	2.86947711660553	1	2.86947711660553	1	2.86947711660553
Gene81	2.58879265825141	1	2.58879265825141	1	2.58879265825141	1	2.58879265825141	1	2.58879265825141	1	2.58879265825141	1	2.58879265825141	1	2.58879265825141
Gene82	0.0606679738710317	1	0.0606679738710317	1	0.0606679738710317	1	0.0606679738710317	1	0.0606679738710317	1.12618840017507	0.0683235684356802	1	0.0606679738710317	1	0.0606679738710317
Gene83	9.63256517197489	1	9.63256517197489	1	9.63256517197489	1	9.63256517197489	1	9.63256517197489	1	9.63256517197489	1	9.63256517197489	1	9.63256517197489
Gene84	0.146381321167935	1	0.146381321167935	1	0.146381321167935	1	0.146381321167935	1	0.146381321167935	1	0.146381321167935	1	0.146381321167935	1	0.146381321167935
Gene85	5.48571801419795	1	5.48571801419795	1	5.48571801419795	1	5.48571801419795	1	5.48571801419795	1	5.48571801419795	1	5.48571801419795	1	5.48571801419795
Gene86	1.95462658837683	1	1.95462658837683	1	1.95462658837683	1	1.95462658837683	1	1.95462658837683	0.540140706825624	1.05577338702602	1	1.95462658837683	1	1.95462658837683
Gene87	14.2303713014848	189.880465097799	203.340881086279	1	203.340881086279	1	203.340881086279	2.66765533423595	542.443386098049	1	203.340881086279	1	203.340881086279	1	203.340881086279
Gene88	0.914876862969597	1	0.914876862969597	1	0.914876862969597	1	0.914876862969597	1	0.914876862969597	1	0.914876862969597	1	0.914876862969597	1	0.914876862969597
Gene89	0.0743891173080073	1	0.0743891173080073	1	0.0743891173080073	1	0.0743891173080073	1	0.0743891173080073	1	0.0743891173080073	1	0.0743891173080073	1	0.0743891173080073
Gene90	0.0238299812598648	59.2391153609118	63.4385106759418	1	63.4385106759418	1	63.4385106759418	1	63.4385106759418	1	63.4385106759418	1	63.4385106759418	1	63.4385106759418
Gene91	0.199116266050222	1	0.199116266050222	1	0.199116266050222	1	0.199116266050222	0.954033944727696	0.189963676759343	1	0.199116266050222	1	0.199116266050222	1	0.199116266050222
Gene92	2.6859936944943	1	2.6859936944943	1.23876219958204	3.32730745705525	1	2.6859936944943	1	2.6859936944943	1	2.6859936944943	1.12347635805816	3.01765041365765	1	2.6859936944943
Gene93	1.63100269537742	1	1.63100269537742	1	1.63100269537742	1	1.63100269537742	1	1.63100269537742	1	1.63100269537742	1	1.63100269537742	0.511691625818087	0.834570420911354
Gene94	1.02640874916996	1	1.02640874916996	1	1.02640874916996	1	1.02640874916996	1	1.02640874916996	1	1.02640874916996	1	1.02640874916996	1	1.02640874916996
Gene95	1.76134263104368	1	1.76134263104368	1	1.76134263104368	1	1.76134263104368	1	1.76134263104368	1	1.76134263104368	1	1.76134263104368	1	1.76134263104368
Gene96	0.108675021709167	1	0.108675021709167	1	0.108675021709167	1	0.108675021709167	1	0.108675021709167	1	0.108675021709167	1	0.108675021709167	1.01952273438356	0.110796655292123
Gene97	7.71357882836756	1	7.71357882836756	1	7.71357882836756	1	7.71357882836756	1	7.71357882836756	1	7.71357882836756	1.13017946549271	8.71772839728031	1	7.71357882836756
Gene98	2.08595218231811	1	2.08595218231811	1	2.08595218231811	1	2.08595218231811	1	2.08595218231811	1	2.08595218231811	1	2.08595218231811	1	2.08595218231811
Gene99	0.887463498922319	1	0.887463498922319	1	0.887463498922319	1.65262018233081	1.46664008940094	1	0.887463498922319	1	0.887463498922319	1	0.887463498922319	1	0.887463498922319
Gene100	0.489131347465341	1	0.489131347465341	1	0.489131347465341	1	0.489131347465341	1	0.489131347465341	1	0.489131347465341	1	0.489131347465341	1	0.489131347465341
Gene101	4.50623498981755	1	4.50623498981755	1	4.50623498981755	1	4.50623498981755	0.782727021471737	3.52715189163161	1	4.50623498981755	1.72216705330491	7.76048943391357	1	4.50623498981755
Gene102	0.142224614892965	1	0.142224614892965	1	0.142224614892965	1	0.142224614892965	1	0.142224614892965	1	0.142224614892965	1	0.142224614892965	1	0.142224614892965
Gene103	1.12905418338184	1	1.12905418338184	1	1.12905418338184	1	1.12905418338184	1.22852025221008	1.38706593012711	1.06826788429318	1.20613232373368	1	1.12905418338184	1	1.12905418338184
Gene104	0.423734580988335	1	0.423734580988335	1	0.423734580988335	1	0.423734580988335	1	0.423734580988335	1	0.423734580988335	1	0.423734580988335	1	0.423734580988335
Gene105	1.63488615151655	1	1.63488615151655	1.69601591605084	2.77279293390317	1	1.63488615151655	1	1.63488615151655	1	1.63488615151655	1	1.63488615151655	1	1.63488615151655
Gene106	0.24434400064448	1	0.24434400064448	1	0.24434400064448	1	0.24434400064448	1	0.24434400064448	1	0.24434400064448	1	0.24434400064448	1	0.24434400064448
Gene107	1.32708949478086	1	1.32708949478086	1	1.32708949478086	1	1.32708949478086	1	1.32708949478086	1	1.32708949478086	1.44353856767952	1.91570486847849	1	1.32708949478086
Gene108	1.45840425281965	1	1.45840425281965	1.99058040054262	2.90307092173079	1	1.45840425281965	1	1.45840425281965	1	1.45840425281965	1	1.45840425281965	1	1.45840425281965
Gene109	0.16285053290697	1	0.16285053290697	1	0.16285053290697	1	0.16285053290697	1	0.16285053290697	1	0.16285053290697	1.19419415967653	0.194475155297714	1	0.16285053290697
Gene110	0.0535087521830856	1	0.0535087521830856	1	0.0535087521830856	1	0.0535087521830856	1	0.0535087521830856	1	0.0535087521830856	1	0.0535087521830856	1	0.0535087521830856
Gene111	2.97393144528723	1	2.97393144528723	1	2.97393144528723	1	2.97393144528723	1	2.97393144528723	1	2.97393144528723	1	2.97393144528723	1	2.97393144528723
Gene112	2.15572463425944	35.8071817903361	38.3455132718015	1	38.3455132718015	1	38.3455132718015	1	38.3455132718015	1	38.3455132718015	1	38.3455132718015	1	38.3455132718015
Gene113	0.197895695081872	1	0.197895695081872	1	0.197895695081872	1	0.197895695081872	1	0.197895695081872	1	0.197895695081872	1	0.197895695081872	1	0.197895695081872
Gene114	0.0787373067900952	1	0.0787373067900952	1	0.0787373067900952	1.9327161011156	0.152176860591696	2.56569734598825	0.20201609906161	1	0.0787373067900952	1	0.0787373067900952	1.87342745610148	0.14750863236005
Gene115	0.062732556066755	1	0.062732556066755	1.12601016085312	0.0706374955474545	1	0.062732556066755	1	0.062732556066755	1	0.062732556066755	1	0.062732556066755	1	0.062732556066755
Gene116	1.31448685910201	1	1.31448685910201	0.973316932678436	1.27941231774727	1	1.31448685910201	1	1.31448685910201	1	1.31448685910201	1	1.31448685910201	1	1.31448685910201
Gene117	4.4670863006955	1	4.4670863006955	1	4.4670863006955	1	4.4670863006955	1.58362549585971	7.07419175798704	1	4.4670863006955	1	4.4670863006955	1	4.4670863006955
Gene118	1.28688950582604	1	1.28688950582604	1	1.28688950582604	1	1.28688950582604	1	1.28688950582604	1	1.28688950582604	0.636356001228336	0.818919859950168	1	1.28688950582604
Gene119	9.42200203846569	1	9.42200203846569	1	9.42200203846569	1	9.42200203846569	1	9.42200203846569	1	9.42200203846569	1	9.42200203846569	1	9.42200203846569
Gene120	1.51255353832612	1	1.51255353832612	1	1.51255353832612	1	1.51255353832612	1	1.51255353832612	1	1.51255353832612	1	1.51255353832612	1	1.51255353832612
Gene121	0.258401523836724	1	0.258401523836724	1	0.258401523836724	1	0.258401523836724	1	0.258401523836724	1	0.258401523836724	1	0.258401523836724	2.00786638017279	0.518835732297177
Gene122	0.00847524710926671	1	0.00847524710926671	1	0.00847524710926671	1	0.00847524710926671	1	0.00847524710926671	1	0.00847524710926671	1	0.00847524710926671	1	0.00847524710926671
Gene123	0.514385567114418	1	0.514385567114418	1	0.514385567114418	2.0424384901181	1.05060088103571	1.0501452276528	0.540179548478684	1	0.514385567114418	1	0.514385567114418	1	0.514385567114418
Gene124	0.165509533038931	1	0.165509533038931	1	0.165509533038931	1	0.165509533038931	1	0.165509533038931	1	0.165509533038931	1	0.165509533038931	1	0.165509533038931
Gene125	0.141646406594405	1	0.141646406594405	1	0.141646406594405	1	0.141646406594405	1	0.141646406594405	1	0.141646406594405	1	0.141646406594405	1.97568971511859	0.279849348692073
Gene126	0.733781354781432	1	0.733781354781432	1	0.733781354781432	1	0.733781354781432	1	0.733781354781432	1	0.733781354781432	1	0.733781354781432	1	0.733781354781432
Gene127	1.78527376483726	1	1.78527376483726	1	1.78527376483726	1.45326289245066	2.59447211530367	1	1.78527376483726	1	1.78527376483726	1	1.78527376483726	1	1.78527376483726
Gene128	0.661518302581266	1	0.661518302581266	1.88333372927862	1.24585973178644	1	0.661518302581266	1	0.661518302581266	1	0.661518302581266	1	0.661518302581266	1	0.661518302581266
Gene129	0.165317690556089	1	0.165317690556089	1	0.165317690556089	1	0.165317690556089	1	0.165317690556089	1	0.165317690556089	1	0.165317690556089	1	0.165317690556089
Gene130	0.253816141854154	1	0.253816141854154	1	0.253816141854154	1	0.253816141854154	1	0.253816141854154	1	0.253816141854154	1	0.253816141854154	1	0.253816141854154
Gene131	0.885528916189985	1	0.885528916189985	1.36487894378869	1.20863977182373	1	0.885528916189985	1	0.885528916189985	1	0.885528916189985	1	0.885528916189985	1	0.885528916189985
Gene132	4.32399493051258	1	4.32399493051258	1.04159077256617	4.50383322024479	1	4.32399493051258	1	4.32399493051258	1	4.32399493051258	1	4.32399493051258	1	4.32399493051258
Gene133	0.0327705406884732	1	0.0327705406884732	1	0.0327705406884732	1	0.0327705406884732	1	0.0327705406884732	1	0.0327705406884732	1	0.0327705406884732	1	0.0327705406884732
Gene134	2.15902352983031	1	2.15902352983031	1	2.15902352983031	1.10753965320079	2.39120417148061	1	2.15902352983031	1	2.15902352983031	1	2.15902352983031	1	2.15902352983031
Gene135	0.624544327888519	1	0.624544327888519	1	0.624544327888519	1	0.624544327888519	1	0.624544327888519	1	0.624544327888519	1	0.624544327888519	1.53676440615993	0.959777493168151
Gene136	6.41743269748708	1	6.41743269748708	1	6.41743269748708	0.950937667119637	6.10257847824564	1	6.41743269748708	1	6.41743269748708	1	6.41743269748708	1	6.41743269748708
Gene137	2.35697177212381	1	2.35697177212381	1	2.35697177212381	1.24674218617774	2.93853613993687	1	2.35697177212381	1	2.35697177212381	1	2.35697177212381	1	2.35697177212381
Gene138	0.20264817256058	1	0.20264817256058	1	0.20264817256058	1	0.20264817256058	1	0.20264817256058	1	0.20264817256058	1	0.20264817256058	1	0.20264817256058
Gene139	0.0926176380176886	1	0.0926176380176886	1	0.0926176380176886	1	0.0926176380176886	1	0.0926176380176886	1	0.0926176380176886	1	0.0926176380176886	1	0.0926176380176886
Gene140	3.12905814219941	1	3.12905814219941	1	3.12905814219941	1	3.12905814219941	1	3.12905814219941	1	3.12905814219941	1	3.12905814219941	1	3.12905814219941
Gene141	0.234578045271264	1	0.234578045271264	1	0.234578045271264	1	0.234578045271264	1	0.234578045271264	1	0.234578045271264	1	0.234578045271264	1.67843837803144	0.393724793826887
Gene142	3.29619263646927	1	3.29619263646927	1	3.29619263646927	1	3.29619263646927	1	3.29619263646927	1	3.29619263646927	1	3.29619263646927	1	3.29619263646927
Gene143	1.19401186809513	158.557267299536	169.797216468341	1	169.797216468341	1	169.797216468341	1	169.797216468341	1	169.797216468341	1	169.797216468341	1	169.797216468341
Gene144	2.60249763469539	1	2.60249763469539	1	2.60249763469539	1	2.60249763469539	1	2.60249763469539	1	2.60249763469539	1	2.60249763469539	1	2.60249763469539
Gene145	2.79493895544358	1	2.79493895544358	1	2.79493895544358	1	2.79493895544358	1	2.79493895544358	1	2.79493895544358	1	2.79493895544358	1	2.79493895544358
Gene146	0.0199282708171697	1	0.0199282708171697	1	0.0199282708171697	1	0.0199282708171697	1	0.0199282708171697	1	0.0199282708171697	1	0.0199282708171697	1	0.0199282708171697
Gene147	4.47746456185899	1	4.47746456185899	1.06511511675005	4.76901518954867	1	4.47746456185899	1	4.47746456185899	1.21218129034564	5.42749877007112	1	4.47746456185899	1	4.47746456185899
Gene148	0.0129927044490711	1	0.0129927044490711	1	0.0129927044490711	1	0.0129927044490711	1	0.0129927044490711	1	0.0129927044490711	1	0.0129927044490711	1	0.0129927044490711
Gene149	0.578917966658824	1	0.578917966658824	1	0.578917966658824	1	0.578917966658824	1	0.578917966658824	1.48068688147863	0.857196238684001	1	0.578917966658824	1	0.578917966658824
Gene150	0.573928107741829	1	0.573928107741829	1	0.573928107741829	2.08537117030158	1.19685312971055	1	0.573928107741829	1	0.573928107741829	1	0.573928107741829	1	0.573928107741829
Gene151	1.59423988755921	1	1.59423988755921	1	1.59423988755921	1	1.59423988755921	1	1.59423988755921	1	1.59423988755921	1	1.59423988755921	1	1.59423988755921
Gene152	2.10224930479567	1	2.10224930479567	1	2.10224930479567	1	2.10224930479567	1	2.10224930479567	1	2.10224930479567	1	2.10224930479567	1	2.10224930479567
Gene153	2.40424439901585	1	2.40424439901585	1	2.40424439901585	1	2.40424439901585	1	2.40424439901585	1.43722368118846	3.45543698563031	1	2.40424439901585	1	2.40424439901585
Gene154	0.225664397652789	1	0.225664397652789	1	0.225664397652789	1	0.225664397652789	1	0.225664397652789	1	0.225664397652789	1	0.225664397652789	1	0.225664397652789
Gene155	0.173404746288372	1	0.173404746288372	1	0.173404746288372	1	0.173404746288372	1	0.173404746288372	1.04148653337137	0.180598708082017	1	0.173404746288372	1	0.173404746288372
